fecha;area;partida;importe
2025-01-01;Calidad;Seguros;1057.16
2025-02-14;I+D;Personal;6058.93
2025-08-09;RRHH;Hardware;12168.79
2025-08-22;Administracion;Alquileres;1938.65
2025-06-24;Ventas;;5276.12
2025-07-25;Direccion;Publicidad;106.29
2025-08-04;Direccion;Formacion;8597.91
2025-06-12;Contabilidad;Viajes;2878.59
2025-05-23;Operaciones;Publicidad;4805.66
2025-01-04;I+D;Seguros;882.27
2025-09-10;Administracion;XXX-PARTIDA MALA;1813.64
2025-05-28;;Publicidad;1188.75
2025-09-30;Contabilidad;Formacion;1507.14
2025-01-03;Direccion;Formacion;13584.88
2025-11-02;I+D;Formacion;1205.78
2025-02-20;I+D;Hardware;1392.57
2025-10-02;I+D;Publicidad;2154.98
2025-02-20;Marketing;Publicidad;5833.19
2025-04-03;RRHH;Software;18893.17
2025-05-13;Direccion;Publicidad;400.7
2025-03-06;RRHH;Publicidad;1358.17
2025-05-25;Contabilidad;Publicidad;3088.32
2025-08-04;Administracion;Alquileres;6527.38
2025-01-05;RRHH;Viajes;10000000.0
2025-10-13;Direccion;Formacion;15795.86
2025-08-22;RRHH;Hardware;10803.98
2025-06-18;Ventas;Publicidad;17266.44
2025-06-07;Operaciones;Mantenimiento;12669.33
2025-04-30;I+D;Seguros;603.02
2025-04-09;IT;Viajes;2581.73
2025-10-14;Marketing;Suministros;14358.77
2025-10-01;I+D;XXX-PARTIDA MALA;1678.19
2025-13-40;Calidad;Software;4470.25
2025-03-11;Ventas;Alquileres;3256.52
2025-11-02;Ventas;Alquileres;9265.52
2025-03-16;Administracion;Formacion;2032.1
2025-02-08;Ventas;Seguros;2716.84
2025-01-25;Marketing;Hardware;6758.63
2025-04-25;Operaciones;Software;2423.35
2025-04-05;IT;Formacion;6901.03
2025-08-04;Administracion;Personal;8634.15
2025-10-02;Marketing;Suministros;17243.78
2025-03-03;Marketing;Viajes;697.06
2025-04-01;Direccion;Seguros;412.95
2025-01-25;Contabilidad;Mantenimiento;14658.83
2025-07-30;I+D;Publicidad;1547.52
2025-11-09;Operaciones;Seguros;3457.07
2025-01-03;Calidad;Seguros;546.76
2025-04-22;RRHH;Software;6961.96
2025-07-22;I+D;Publicidad;2172.14
2025-05-21;Administracion;Software;740.33
2025-08-04;Marketing;Personal;4140.88
2025-05-02;Operaciones;Mantenimiento;3814.72
2025-06-25;I+D;Software;5275.22
2025-08-27;Direccion;Hardware;-500.0
2025-07-20;Calidad;Software;894.31
2025-04-11;I+D;Suministros;1074.35
2025-09-29;Operaciones;Viajes;11580.14
2025-03-15;Operaciones;Alquileres;10420.48
2025-09-25;Calidad;Formacion;16000.85
2025-06-03;Operaciones;Publicidad;6010.27
2025-04-01;RRHH;Software;2630.7
2025-08-19;Operaciones;Hardware;9159.95
2025-05-09;Calidad;Viajes;8925.86
2025-01-15;Contabilidad;Seguros;11885.94
2025-04-04;Administracion;Suministros;3951.0
2025-02-16;RRHH;Formacion;8090.94
2025-07-07;RRHH;Personal;4156.8
2025-01-26;IT;Mantenimiento;5382.92
2025-07-17;Ventas;Hardware;3146.61
2025-09-02;Administracion;Viajes;8647.85
2025-05-29;Marketing;Publicidad;1058.62
2025-02-01;Contabilidad;Suministros;1521.96
2025-06-11;;Personal;639.97
2025-07-03;Calidad;Alquileres;592.17
2025-02-15;Contabilidad;Publicidad;2953.61
2025-05-01;Ventas;Formacion;5767.99
2025-04-21;Calidad;Formacion;17129.49
2025-11-06;Contabilidad;Publicidad;3091.49
2025-02-22;Contabilidad;Alquileres;2209.77
2025-05-05;IT;Software;-500.0
2025-04-01;Ventas;Personal;9942.91
2025-02-03;IT;Personal;5917.58
2025-07-19;XXX-AREA MALA;Mantenimiento;15544.83
2025-10-02;Administracion;Hardware;10000000.0
2025-02-16;Calidad;Viajes;9310.45
2025-04-09;Operaciones;Hardware;1127.19
2025-06-25;I+D;Suministros;195.49
2025-06-02;Calidad;Personal;5606.07
2025-04-30;Direccion;Suministros;4831.32
2025-09-17;Direccion;Software;11569.61
2025-05-08;I+D;Hardware;200.47
2025-01-26;Operaciones;Suministros;4924.27
2025-03-29;Ventas;Hardware;780.21
2025-05-02;IT;Alquileres;1919.22
2025-10-27;RRHH;Publicidad;4230.29
2025-04-10;Direccion;Software;8133.94
2025-02-15;XXX-AREA MALA;Viajes;6341.88
2025-03-06;Operaciones;Seguros;3704.44
2025-02-27;RRHH;Software;-500.0
2025-07-25;;Personal;14602.65
2025-04-09;Calidad;Software;1185.04
2025-06-03;Contabilidad;Viajes;6957.69
2025-02-11;Operaciones;Seguros;7984.0
2025-05-07;Administracion;Publicidad;1649.88
2025-03-05;I+D;Viajes;9088.69
2025-03-01;Operaciones;Formacion;2497.87
2025-05-30;IT;Personal;2080.22
2025-07-12;I+D;Hardware;743.37
2025-07-02;IT;Formacion;4035.83
2025-10-04;Direccion;Software;5741.77
2025-09-19;IT;Alquileres;8906.37
2025-01-31;Contabilidad;Publicidad;2789.1
2025-05-12;Marketing;Publicidad;5167.14
2025-02-08;Contabilidad;Suministros;603.64
2025-02-07;Contabilidad;Seguros;9979.03
2025-07-12;IT;Formacion;146.77
2025-04-01;Direccion;Seguros;399.81
2025-03-21;Ventas;Publicidad;7407.08
2025-10-03;Ventas;Hardware;4445.36
2025-08-02;I+D;Hardware;221.05
2025-01-02;IT;Personal;984.36
2025-01-28;I+D;Hardware;10000000.0
2025-08-20;Operaciones;Software;5188.01
2025-09-18;RRHH;Publicidad;1158.32
2025-07-16;Calidad;Formacion;15409.71
2025-06-13;Direccion;Mantenimiento;16743.6
2025-03-14;Ventas;Suministros;3030.31
2025-07-09;Contabilidad;Seguros;7114.49
2025-04-16;Administracion;Publicidad;10000000.0
2025-05-31;Administracion;Viajes;5100.65
2025-01-23;Calidad;Viajes;5306.8
2025-09-27;RRHH;Suministros;4710.54
2025-09-04;RRHH;Seguros;785.46
2025-04-19;Administracion;Publicidad;4059.44
2025-11-06;Administracion;Formacion;5126.1
2025-10-14;Contabilidad;Publicidad;417.09
2025-01-27;Administracion;Alquileres;4417.64
2025-10-26;Marketing;;684.54
2025-09-15;IT;Viajes;5021.06
2025-01-16;Operaciones;Seguros;903.49
2025-07-28;Calidad;Hardware;599.86
2025-05-26;IT;Formacion;6723.76
2025-05-25;Direccion;Viajes;11417.54
2025-08-08;Contabilidad;Personal;1444.92
2025-02-19;Ventas;Formacion;4697.82
2025-10-08;IT;Hardware;-500.0
2025-03-12;Ventas;Alquileres;10578.49
2025-03-25;Ventas;Software;988.64
2025-10-06;Marketing;Viajes;5224.93
2025-05-03;Marketing;Seguros;424.64
2025-10-18;Marketing;Formacion;5038.03
2025-05-31;Direccion;Suministros;5428.23
2025-05-31;Direccion;Suministros;6658.39
2025-02-28;Contabilidad;Suministros;2534.42
2025-06-17;Operaciones;Alquileres;8796.59
2025-08-01;Contabilidad;Hardware;6684.81
2025-03-24;Contabilidad;Formacion;3366.66
2025-10-15;Administracion;XXX-PARTIDA MALA;10631.37
2025-06-04;I+D;Publicidad;1265.77
2025-05-15;RRHH;Seguros;145.69
2025-08-27;I+D;Software;3814.1
2025-03-15;Ventas;Alquileres;4138.94
2025-07-09;Operaciones;Hardware;8037.53
2025-03-23;RRHH;Alquileres;1646.9
2025-07-17;RRHH;Viajes;1883.63
2025-05-20;Calidad;Personal;18120.32
2025-07-25;Operaciones;Formacion;5097.59
2025-02-16;XXX-AREA MALA;Publicidad;5223.71
2025-10-21;RRHH;Software;5693.98
2025-06-28;Operaciones;Suministros;3760.17
2025-06-13;Direccion;Software;8605.26
2025-07-09;Contabilidad;Software;8510.97
2025-09-19;Administracion;Viajes;2426.39
2025-10-31;RRHH;XXX-PARTIDA MALA;11048.65
2025-07-01;Calidad;Software;4633.33
2025-11-03;Marketing;Suministros;12504.02
2025-05-20;Operaciones;Software;2784.64
2025-08-16;Marketing;Seguros;5006.81
2025-09-28;Direccion;Suministros;445.69
2025-01-02;Direccion;Alquileres;1299.75
2025-07-10;Marketing;Seguros;7686.44
2025-04-04;Contabilidad;Hardware;3094.19
2025-05-09;Direccion;Personal;586.45
2025-01-01;Ventas;Personal;5127.16
2025-05-11;Direccion;Formacion;12501.97
2025-04-20;Contabilidad;Alquileres;1286.23
2025-05-28;I+D;Mantenimiento;4971.29
2025-04-15;IT;Seguros;1316.31
2025-05-08;Calidad;Mantenimiento;4572.65
2025-06-25;Calidad;Formacion;16014.51
2025-02-07;IT;Publicidad;1085.31
2025-01-09;Marketing;Seguros;10088.21
2025-06-17;Administracion;Seguros;6340.98
2025-03-01;I+D;Mantenimiento;3692.38
2025-02-25;Ventas;Personal;13688.28
2025-10-19;RRHH;Software;5285.65
2025-03-26;Marketing;Viajes;2938.89
2025-07-09;IT;Formacion;5858.64
2025-09-30;IT;Alquileres;1249.63
2025-11-06;IT;Mantenimiento;4942.56
2025-02-02;Ventas;Software;733.84
2025-03-13;Contabilidad;Formacion;180.3
2025-06-06;Marketing;Personal;2628.71
2025-05-05;Marketing;Viajes;-500.0
2025-02-14;Ventas;Alquileres;7725.19
2025-06-14;I+D;Hardware;627.14
2025-01-18;Marketing;Viajes;5655.78
2025-05-02;IT;Suministros;10472.28
2025-06-18;Marketing;Personal;4206.14
2025-08-09;IT;Personal;956.89
2025-07-05;Ventas;Publicidad;8289.95
2025-03-30;Marketing;Viajes;2107.54
2025-01-30;Ventas;Personal;-500.0
2025-09-30;I+D;Hardware;1149.36
2025-07-27;Operaciones;Hardware;3716.11
2025-04-14;IT;Software;10084.47
2025-09-28;Contabilidad;Hardware;8287.75
2025-10-26;Contabilidad;Publicidad;799.81
2025-03-20;Calidad;Viajes;6511.48
2025-10-17;RRHH;Formacion;1350.89
2025-07-23;Contabilidad;Hardware;8817.02
2025-03-21;Calidad;Seguros;10000000.0
2025-11-02;Ventas;Seguros;348.13
2025-02-10;Calidad;Hardware;2319.18
2025-04-17;Administracion;XXX-PARTIDA MALA;595.74
2025-05-21;IT;Alquileres;8799.02
2025-03-26;Operaciones;Hardware;13147.93
2025-02-15;Administracion;Personal;4986.88
2025-11-07;RRHH;Mantenimiento;4994.99
2025-09-11;RRHH;Formacion;5842.61
2025-03-03;RRHH;Software;7987.13
2025-04-14;Administracion;Software;2087.72
2025-10-03;Operaciones;Personal;3824.32
2025-05-13;Administracion;Viajes;-500.0
2025-08-25;Contabilidad;Formacion;2340.42
2025-01-28;IT;Seguros;13544.56
2025-04-27;I+D;Viajes;9501.68
2025-07-04;Contabilidad;Seguros;4683.26
2025-01-06;Direccion;Hardware;3461.7
2025-04-11;Direccion;Software;10170.11
2025-05-27;Direccion;Formacion;5924.12
2025-02-13;;Formacion;11611.05
2025-01-03;Ventas;Software;10000000.0
2025-09-21;Contabilidad;Personal;11406.63
2025-08-22;IT;Software;4741.83
2025-02-26;RRHH;Formacion;18000.75
2025-03-10;IT;Seguros;13140.58
2025-10-05;Contabilidad;Suministros;2561.37
2025-08-18;Calidad;Alquileres;2756.99
2025-02-06;Calidad;Hardware;10757.05
2025-10-06;Marketing;Mantenimiento;1822.4
2025-04-12;RRHH;Viajes;1575.88
2025-11-07;Administracion;Formacion;7563.12
2025-02-26;RRHH;Software;11292.25
2025-13-40;I+D;Hardware;882.1
2025-02-28;Contabilidad;Publicidad;2489.04
2025-01-29;RRHH;Publicidad;9584.21
2025-04-21;Contabilidad;Publicidad;2640.69
2025-06-29;Contabilidad;Formacion;1066.94
2025-11-07;I+D;Software;1128.64
2025-01-20;Marketing;Hardware;6426.56
2025-07-14;Direccion;Publicidad;250.49
2025-08-30;I+D;Seguros;421.51
2025-04-13;Administracion;Formacion;2877.51
2025-03-18;Calidad;Alquileres;1939.26
2025-06-17;IT;Formacion;3506.96
2025-04-03;RRHH;Viajes;3580.6
2025-08-29;Calidad;Mantenimiento;8940.64
2025-03-08;Operaciones;Suministros;396.98
2025-07-17;Contabilidad;Alquileres;2564.69
2025-07-25;RRHH;Publicidad;-500.0
2025-13-40;Marketing;Software;3578.29
2025-10-30;Operaciones;Hardware;12482.91
2025-06-19;Ventas;Publicidad;5988.93
2025-05-21;Direccion;Publicidad;182.3
2025-07-16;IT;Formacion;4230.94
2025-05-02;Administracion;Hardware;18281.63
2025-10-08;RRHH;Personal;6028.12
2025-08-02;IT;Hardware;12836.99
2025-02-27;IT;Hardware;15786.39
2025-03-04;Operaciones;Seguros;15801.44
2025-06-16;Calidad;Personal;15909.07
2025-06-01;I+D;Personal;3595.57
2025-03-28;Marketing;Hardware;543.88
2025-07-26;Direccion;Seguros;950.77
2025-09-15;Operaciones;Publicidad;4655.27
2025-05-06;Operaciones;Seguros;7369.64
2025-03-11;Contabilidad;Alquileres;2549.72
2025-10-31;Administracion;Mantenimiento;4136.08
2025-03-18;XXX-AREA MALA;Publicidad;3493.49
2025-10-30;Calidad;Software;10000000.0
2025-08-10;Direccion;Hardware;1097.13
2025-01-13;Operaciones;Formacion;4321.7
2025-08-01;IT;Seguros;1097.9
2025-08-25;IT;Personal;5513.42
2025-05-26;Direccion;Mantenimiento;11595.49
2025-07-09;Ventas;Formacion;5562.43
2025-07-01;Marketing;Publicidad;1209.89
2025-04-10;Ventas;Software;884.09
2025-04-16;IT;Viajes;3642.87
2025-04-22;Operaciones;Publicidad;3923.98
2025-05-08;Direccion;Formacion;5910.42
2025-08-31;Marketing;Personal;4595.57
2025-09-11;Marketing;Mantenimiento;7912.63
2025-05-16;Direccion;Alquileres;1283.24
2025-05-13;Calidad;Alquileres;3144.7
2025-03-17;Contabilidad;Alquileres;2576.4
2025-02-01;Calidad;Viajes;314.45
2025-08-17;IT;Publicidad;489.74
2025-02-23;I+D;Software;-500.0
2025-08-12;I+D;Viajes;880.84
2025-03-21;I+D;Hardware;158.79
2025-05-13;Marketing;Hardware;3200.38
2025-01-22;Ventas;Mantenimiento;10912.49
2025-06-03;Administracion;Seguros;6182.06
2025-06-29;Marketing;Viajes;1602.56
2025-06-28;RRHH;Formacion;1033.34
2025-13-40;Direccion;Mantenimiento;11404.3
2025-06-21;Operaciones;Software;1608.82
2025-10-07;Marketing;Viajes;815.82
2025-09-05;Marketing;Formacion;9631.64
2025-08-02;Administracion;Software;1372.95
2025-06-01;Contabilidad;Software;5731.98
2025-01-28;I+D;Software;242.31
2025-10-06;Operaciones;Software;5807.52
2025-13-40;Ventas;Software;929.17
2025-02-04;Administracion;Software;1255.39
2025-09-09;Administracion;Software;2721.15
2025-01-14;IT;Viajes;12635.44
2025-08-10;Direccion;Hardware;10668.12
2025-07-26;IT;Seguros;7344.67
2025-08-20;;Hardware;18317.07
2025-06-21;IT;Formacion;3194.9
2025-04-27;RRHH;Alquileres;8054.91
2025-08-12;Administracion;Personal;1944.42
2025-03-17;Direccion;Mantenimiento;5798.74
2025-03-29;Ventas;Suministros;2354.02
2025-09-24;Direccion;Viajes;10000000.0
2025-09-11;Operaciones;Personal;4182.77
2025-08-12;Calidad;Hardware;5267.87
2025-01-24;Calidad;Viajes;10940.07
2025-08-21;Contabilidad;Viajes;5901.06
2025-09-21;Ventas;Alquileres;10442.8
2025-07-28;RRHH;Hardware;15999.98
2025-01-06;RRHH;Formacion;5048.75
2025-04-26;RRHH;Mantenimiento;13214.34
2025-05-21;Direccion;Formacion;2327.47
2025-05-28;Contabilidad;Suministros;308.76
2025-01-05;I+D;Mantenimiento;4596.25
2025-05-18;Operaciones;Hardware;5535.4
2025-06-20;I+D;Alquileres;4881.85
2025-08-09;Contabilidad;;2118.7
2025-01-31;I+D;Formacion;2955.45
2025-05-19;RRHH;Personal;10173.23
2025-04-26;IT;Suministros;3652.02
2025-13-40;Calidad;Software;1165.96
2025-01-09;Operaciones;Formacion;3823.67
2025-11-04;RRHH;Personal;4446.97
2025-05-10;Contabilidad;Seguros;4854.43
2025-06-21;Marketing;Hardware;6085.27
2025-10-16;Administracion;Formacion;8250.54
2025-05-12;RRHH;Personal;13185.47
2025-09-02;Contabilidad;Software;12885.43
2025-02-14;Direccion;Hardware;11686.32
2025-03-19;Administracion;Personal;7010.52
2025-10-15;IT;Personal;958.9
2025-10-27;RRHH;Alquileres;8153.91
2025-01-20;IT;Viajes;1862.54
2025-05-22;Calidad;Personal;3775.37
2025-03-18;Calidad;Alquileres;3633.48
2025-05-10;Ventas;Mantenimiento;1307.29
2025-02-02;Marketing;Mantenimiento;11848.18
2025-09-28;Contabilidad;Publicidad;1513.46
2025-09-10;Administracion;Suministros;3390.18
2025-02-02;Direccion;Viajes;3255.92
2025-02-25;IT;Suministros;10000000.0
2025-02-15;RRHH;Formacion;3431.11
2025-02-21;Contabilidad;Personal;9304.14
2025-10-04;RRHH;Mantenimiento;11839.93
2025-04-09;Marketing;Seguros;1935.23
2025-04-18;Marketing;Formacion;3547.98
2025-07-26;Contabilidad;Viajes;1717.3
2025-05-10;Contabilidad;Hardware;497.82
2025-05-06;Administracion;Formacion;2640.28
2025-04-08;RRHH;Software;18461.37
2025-01-12;Operaciones;Suministros;2202.23
2025-03-18;I+D;Suministros;1008.98
2025-02-12;RRHH;Software;6565.88
2025-08-18;IT;Publicidad;2791.74
2025-05-08;Marketing;XXX-PARTIDA MALA;11660.7
2025-04-01;Contabilidad;Viajes;1702.14
2025-06-07;IT;Seguros;10145.58
2025-07-19;Calidad;Alquileres;2876.26
2025-10-10;Administracion;Suministros;7314.02
2025-03-22;RRHH;Hardware;8011.09
2025-03-04;IT;Software;7549.23
2025-09-16;Administracion;Personal;4327.15
2025-07-02;Administracion;Seguros;5214.65
2025-07-16;Ventas;Software;925.81
2025-03-29;Ventas;Viajes;779.5
2025-06-29;Marketing;Seguros;3702.43
2025-11-03;Direccion;Hardware;793.14
2025-07-21;Contabilidad;Seguros;11660.86
2025-07-27;RRHH;Mantenimiento;1470.18
2025-03-25;Calidad;Software;239.41
2025-02-23;Ventas;Software;1293.98
2025-11-06;RRHH;Seguros;507.9
2025-02-21;Marketing;;450.55
2025-02-21;IT;Software;10113.09
2025-08-12;I+D;Personal;1825.97
2025-03-15;Contabilidad;Publicidad;3329.4
2025-05-07;Operaciones;Software;5541.4
2025-01-04;Ventas;Formacion;3430.1
2025-06-16;Calidad;Seguros;1133.9
2025-10-30;Ventas;Hardware;4573.76
2025-05-29;Direccion;Mantenimiento;10905.16
2025-06-12;Ventas;Alquileres;669.19
2025-02-04;Operaciones;XXX-PARTIDA MALA;951.86
2025-03-28;Marketing;Alquileres;4119.68
2025-06-30;Calidad;Alquileres;3146.85
2025-09-16;Administracion;Alquileres;3964.3
2025-05-22;RRHH;Alquileres;4536.85
2025-01-10;Contabilidad;Seguros;16952.3
2025-06-12;RRHH;Software;11617.98
2025-04-07;Ventas;Viajes;573.2
2025-08-30;Calidad;Personal;11790.78
2025-10-05;Contabilidad;Mantenimiento;13797.34
2025-05-21;I+D;Hardware;995.37
2025-08-02;Direccion;Hardware;6400.01
2025-07-03;Administracion;Hardware;9075.72
2025-05-12;Administracion;Viajes;9563.07
2025-01-31;IT;Suministros;6260.98
2025-03-07;Marketing;Publicidad;2688.65
2025-09-22;Marketing;Viajes;3883.22
2025-05-08;Marketing;Viajes;128.97
2025-02-10;Marketing;Formacion;8018.11
2025-08-09;IT;Seguros;13178.07
2025-05-25;Marketing;Hardware;306.79
2025-05-01;Ventas;Alquileres;9908.68
2025-05-04;Ventas;Hardware;440.94
2025-02-10;Contabilidad;Suministros;227.31
2025-01-16;Calidad;Software;3228.27
2025-11-10;Operaciones;Software;5070.92
2025-09-25;Marketing;Alquileres;3762.3
2025-07-10;IT;Mantenimiento;13372.71
2025-10-24;Direccion;Mantenimiento;12415.36
2025-01-12;Administracion;Publicidad;2524.37
2025-09-16;Direccion;Software;2199.5
2025-05-05;Marketing;Suministros;2415.45
2025-05-31;Operaciones;Suministros;4831.08
2025-08-11;I+D;Viajes;809.68
2025-06-26;Administracion;Software;2120.64
2025-03-30;Ventas;Publicidad;10976.95
2025-07-14;Administracion;Seguros;4660.5
2025-05-27;IT;Software;1799.34
2025-09-07;RRHH;Hardware;10405.47
2025-08-12;I+D;Publicidad;1542.04
2025-09-15;Calidad;Alquileres;750.91
2025-08-29;I+D;Mantenimiento;3143.53
2025-05-26;I+D;Seguros;4839.98
2025-08-19;Ventas;Personal;12454.47
2025-04-07;Marketing;Formacion;6746.33
2025-02-20;I+D;Software;2772.76
2025-01-30;Contabilidad;Personal;10916.31
2025-01-15;Marketing;Mantenimiento;10999.52
2025-10-22;Direccion;Formacion;3289.15
2025-08-18;Calidad;Software;1746.46
2025-08-27;Ventas;Suministros;1927.87
2025-06-12;Calidad;Suministros;424.3
2025-05-25;RRHH;XXX-PARTIDA MALA;9391.08
2025-06-30;Administracion;Alquileres;11552.34
2025-06-08;Contabilidad;Alquileres;697.88
2025-02-19;Contabilidad;Personal;2114.45
2025-06-23;Ventas;Software;1154.95
2025-03-28;Calidad;Suministros;3510.77
2025-10-17;Operaciones;Seguros;12862.93
2025-01-26;RRHH;Personal;12177.71
2025-11-10;Ventas;Software;360.61
2025-08-01;Operaciones;Alquileres;11055.93
2025-08-09;Marketing;Formacion;3789.5
2025-08-23;Marketing;Personal;1283.57
2025-03-07;Marketing;Alquileres;5730.61
2025-11-04;Administracion;Seguros;9287.04
2025-01-22;Operaciones;Publicidad;6020.48
2025-07-04;RRHH;Hardware;12113.16
2025-06-30;Administracion;Personal;163.51
2025-10-16;Marketing;Personal;3855.63
2025-10-06;Ventas;Hardware;2482.28
2025-05-27;Contabilidad;Personal;5057.91
2025-05-09;I+D;Alquileres;2059.85
2025-06-05;Administracion;Hardware;2199.24
2025-10-02;Ventas;Suministros;6179.36
2025-02-28;Direccion;Formacion;3118.92
2025-04-28;Administracion;Viajes;7624.48
2025-09-02;Administracion;Publicidad;12633.95
2025-03-12;Ventas;Personal;14638.79
2025-02-21;Direccion;Viajes;4655.37
2025-03-06;Operaciones;Formacion;1088.69
2025-09-23;Contabilidad;;1266.93
2025-01-14;Contabilidad;Mantenimiento;9170.21
2025-05-24;Direccion;Viajes;3048.9
2025-09-23;Calidad;Publicidad;3544.33
2025-10-21;Direccion;Suministros;1674.19
2025-03-08;Operaciones;Viajes;153.3
2025-07-07;IT;Suministros;9438.44
2025-01-18;Contabilidad;Personal;6759.32
2025-06-14;Contabilidad;Alquileres;473.74
2025-05-13;IT;Publicidad;127.76
2025-04-29;Calidad;Publicidad;5018.46
2025-01-30;Operaciones;Suministros;2845.3
2025-09-25;;Suministros;3887.28
2025-07-07;Administracion;Formacion;8010.25
2025-10-06;RRHH;;447.56
2025-06-26;RRHH;Mantenimiento;10454.77
2025-03-29;RRHH;Publicidad;9348.82
2025-05-10;Contabilidad;Alquileres;2778.96
2025-04-04;Operaciones;Alquileres;5977.67
2025-01-23;Marketing;Publicidad;1742.3
2025-09-12;I+D;Viajes;5385.45
2025-07-03;Direccion;Hardware;6791.57
2025-08-19;RRHH;Seguros;247.33
2025-03-09;Contabilidad;Publicidad;456.54
2025-07-01;Direccion;Personal;261.66
2025-09-15;;Alquileres;954.9
2025-09-19;;Software;10943.22
2025-08-10;Contabilidad;Hardware;5848.15
2025-10-05;Direccion;Hardware;7293.75
2025-04-29;Calidad;Software;2165.59
2025-07-24;;Formacion;2338.04
2025-06-10;Calidad;Formacion;4089.31
2025-08-24;Calidad;Publicidad;5627.07
2025-11-05;Direccion;Personal;339.86
2025-01-22;RRHH;Viajes;7477.68
2025-02-18;Ventas;Viajes;2225.9
2025-04-03;Operaciones;Hardware;7898.88
2025-03-19;Administracion;Seguros;10469.73
2025-10-19;Calidad;Publicidad;300.01
2025-08-16;Operaciones;Software;6268.32
2025-10-17;Marketing;Hardware;9615.89
2025-09-22;RRHH;Seguros;1223.69
2025-08-22;RRHH;Alquileres;5389.86
2025-06-13;Calidad;Viajes;1615.25
2025-07-10;IT;Mantenimiento;8787.72
2025-07-24;Calidad;Alquileres;1909.04
2025-06-12;RRHH;Mantenimiento;10000000.0
2025-13-40;Operaciones;Alquileres;6668.03
2025-07-10;Marketing;Mantenimiento;12879.98
2025-09-11;Calidad;Viajes;10433.9
2025-07-19;Administracion;Publicidad;14462.27
2025-04-26;Calidad;Seguros;236.2
2025-11-08;IT;Publicidad;1686.58
2025-07-18;Operaciones;Viajes;11802.63
2025-09-06;Administracion;Software;211.09
2025-08-22;Ventas;Hardware;4043.37
2025-08-20;Operaciones;Publicidad;917.8
2025-07-02;IT;Hardware;-500.0
2025-04-07;Direccion;Suministros;252.13
2025-07-07;RRHH;Seguros;1032.72
2025-02-05;Direccion;Formacion;5177.62
2025-10-31;Calidad;Suministros;1782.49
2025-01-08;Calidad;Software;2191.72
2025-02-15;Marketing;Suministros;12479.39
2025-06-11;Marketing;Hardware;8808.61
2025-07-26;Contabilidad;Seguros;10000000.0
2025-10-24;Operaciones;Software;1174.47
2025-10-16;Contabilidad;Publicidad;2163.69
2025-08-08;IT;Suministros;7478.31
2025-06-14;I+D;Mantenimiento;817.64
2025-02-24;RRHH;Formacion;637.01
2025-08-07;Contabilidad;Mantenimiento;3835.53
2025-04-26;Contabilidad;Formacion;3373.56
2025-08-01;Direccion;Publicidad;822.09
2025-02-16;Ventas;Seguros;3539.17
2025-09-28;IT;Hardware;17320.02
2025-02-02;Contabilidad;;6257.02
2025-07-13;Administracion;XXX-PARTIDA MALA;13121.56
2025-09-15;I+D;Viajes;6256.03
2025-10-06;Administracion;Publicidad;2146.85
2025-10-30;Calidad;Seguros;816.01
2025-07-16;Calidad;Mantenimiento;8127.86
2025-10-18;Operaciones;Formacion;5365.2
2025-07-31;RRHH;Formacion;4286.71
2025-10-28;Ventas;Publicidad;12317.01
2025-07-26;RRHH;Alquileres;8498.23
2025-01-29;Operaciones;Viajes;2807.31
2025-06-09;RRHH;Formacion;11266.26
2025-09-19;Direccion;Alquileres;1506.28
2025-06-14;Contabilidad;Formacion;122.25
2025-10-06;Direccion;Seguros;129.5
2025-08-30;XXX-AREA MALA;Formacion;2688.76
2025-04-10;I+D;XXX-PARTIDA MALA;7014.24
2025-03-20;Contabilidad;Mantenimiento;11294.6
2025-10-19;Calidad;Seguros;1440.41
2025-10-10;IT;Software;11434.15
2025-06-21;Ventas;Seguros;5023.92
2025-03-22;I+D;Alquileres;7872.81
2025-07-18;Marketing;Publicidad;6209.7
2025-03-08;Calidad;Suministros;10808.44
2025-09-08;Direccion;Publicidad;206.15
2025-05-29;IT;Formacion;6758.08
2025-04-19;IT;Hardware;407.34
2025-09-29;Calidad;Personal;1469.0
2025-09-04;Operaciones;Suministros;4369.69
2025-03-03;Direccion;Publicidad;983.77
2025-03-02;Direccion;Hardware;6386.37
2025-06-12;RRHH;Alquileres;4468.29
2025-11-02;Contabilidad;Personal;14566.86
2025-02-21;Administracion;Formacion;6294.47
2025-11-04;RRHH;Mantenimiento;1053.78
2025-05-01;Administracion;Seguros;5985.03
2025-11-06;Calidad;Software;2040.97
2025-05-21;Contabilidad;Hardware;4260.06
2025-10-17;Calidad;Mantenimiento;8536.21
2025-08-15;Direccion;Software;9271.92
2025-04-21;I+D;Publicidad;1240.48
2025-05-17;XXX-AREA MALA;Suministros;12070.99
2025-06-20;Ventas;Software;977.73
2025-03-17;Contabilidad;Software;3383.37
2025-11-05;Administracion;Software;797.25
2025-02-07;Ventas;Personal;17847.07
2025-01-05;RRHH;Suministros;862.62
2025-11-01;Marketing;Alquileres;3441.42
2025-10-28;Marketing;Formacion;4584.12
2025-07-01;Administracion;Hardware;16296.33
2025-03-23;IT;Formacion;1822.88
2025-09-20;IT;Formacion;5474.02
2025-07-28;Calidad;Alquileres;1036.92
2025-07-05;;Personal;13842.28
2025-01-15;Contabilidad;Formacion;671.33
2025-08-05;RRHH;Formacion;14275.17
2025-08-02;Administracion;Software;1484.1
2025-05-18;Calidad;Publicidad;13901.19
